Players,Clubs,Position,Total,Goals,A,Yellow,Yellow - Red,Red,Start,Sub,CO,Off,Pen S,Pen SV,Pen M,Pen C,OG,More
Henri Lansbury,Arsenal,Midfielder,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,More
Diego Penny,Burnley,Goalkeeper,1,0,0,0,0,0,0,22,1,0,0,0,0,0,0,More
Louis Moult,Stoke City,Midfielder,1,0,0,0,0,0,0,8,1,0,0,0,0,0,0,More
Kieran Agard,Everton,Forward,1,0,0,0,0,0,0,10,1,0,0,0,0,0,0,More
Andriy Shevchenko,Chelsea,Forward,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,More
Grant Leadbitter,Sunderland,Midfielder,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,More
Olivier Kapo,Wigan Athletic,Midfielder,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,More
Jordan Spence,West Ham United,Defender,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,More
Johan Djourou,Arsenal,Defender,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,More
Freddie Sears,West Ham United,Forward,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,More
Alex Nimely,Manchester City,Forward,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,More
Gunnar Nielsen,Manchester City,Goalkeeper,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,More
Damien Johnson,Birmingham City,Midfielder,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,More
Martin Kelly,Liverpool,Defender,1,0,0,0,0,0,0,10,1,0,0,0,0,0,0,More
Nathan Eccleston,Liverpool,Forward,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,More
Michael Johnson,Manchester City,Midfielder,1,0,0,0,0,0,0,9,1,0,0,0,0,0,0,More
Toni Kallio,Fulham,Defender,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,More
Stephen Darby,Liverpool,Defender,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,More
Owen Hargreaves,Manchester United,Midfielder,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,More
Peter Kurucz,West Ham United,Goalkeeper,1,0,0,0,0,0,0,25,1,0,0,0,0,0,0,More
Jack Robinson,Liverpool,Defender,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,More
Jordan Mustoe,Wigan Athletic,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Gael N'Lundulu,Portsmouth,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Stuart Taylor,Manchester City,Goalkeeper,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,More
Andrew Davies,Stoke City,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Nathan Redmond,Birmingham City,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Dean Parrett,Tottenham Hotspur,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Andranik Teymourian,Fulham,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Liam Noble,Sunderland,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Wojciech Szczesny,Arsenal,Goalkeeper,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Moustapha Salifou,Aston Villa,Midfielder,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Jay Emmanuel-Thomas,Arsenal,Midfielder,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,More
Nadir Ciftci,Portsmouth,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Andy Griffin,Stoke City,Defender,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,More
Antti Niemi,Portsmouth,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Trevor Carson,Sunderland,Goalkeeper,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,More
Carl Ikeme,Wolverhampton Wanderers,Goalkeeper,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Temitope Obadeyi,Bolton Wanderers,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Ashley Sammons,Birmingham City,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Alex MacDonald,Burnley,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Oliver Gill,Manchester United,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Carlo Nash,Everton,Goalkeeper,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,More
Russell Anderson,Sunderland,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Josh Payne,West Ham United,Defender,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,More
Tomasz Cywka,Wigan Athletic,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Mark Bunn,Blackburn Rovers,Goalkeeper,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
James Spray,Wolverhampton Wanderers,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Richard Kingson,Wigan Athletic,Goalkeeper,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,More
Daniel Shittu,Bolton Wanderers,Defender,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Hope Akpan,Everton,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Shane Lowry,Aston Villa,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Zoran Tosic,Manchester United,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Maceo Rigters,Blackburn Rovers,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Antonio Amaya,Wigan Athletic,Defender,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,More
Daniel de Ridder,Wigan Athletic,Midfielder,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,More
Marlon Pack,Portsmouth,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Michael Ball,Manchester City,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
David Murphy,Birmingham City,Defender,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Mike Williamson,Portsmouth,Defender,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,More
Rachid Bouaouzan,Wigan Athletic,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Brad Guzan,Aston Villa,Goalkeeper,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,More
Colin Doyle,Birmingham City,Goalkeeper,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Liam O'Brien,Portsmouth,Goalkeeper,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Marcus Bent,Birmingham City,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Dorian Dervite,Tottenham Hotspur,Defender,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Jan Sebek,Chelsea,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Martin Taylor,Birmingham City,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Carlos Edwards,Sunderland,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Damien Plessis,Liverpool,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Bondz N'Gala,West Ham United,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Rhys Taylor,Chelsea,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Marek Stech,West Ham United,Goalkeeper,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,More
Corry Evans,Manchester United,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Pascal Zuberbuhler,Fulham,Goalkeeper,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,More
Javan Vidal,Manchester City,Defender,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Tony Warner,Hull City,Goalkeeper,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,More
Jordan Mutch,Birmingham City,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Diego Cavalieri,Liverpool,Goalkeeper,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,More
David Button,Tottenham Hotspur,Goalkeeper,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Matthew Lund,Stoke City,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Conor Henderson,Arsenal,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Nicky Weaver,Burnley,Goalkeeper,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,More
Jimmy Walker,Tottenham Hotspur,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Adam Reed,Sunderland,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Richard Eckersley,Burnley,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Andros Townsend,Tottenham Hotspur,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Ben Amos,Manchester United,Goalkeeper,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Shkodran Mustafi,Everton,Defender,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Matthew Briggs,Fulham,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Scott Kay,Manchester City,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Adam Forshaw,Everton,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Jake Jervis,Birmingham City,Forward,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Peter Halmosi,Hull City,Midfielder,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,More
Zurab Khizanishvili,Blackburn Rovers,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Brian Easton,Burnley,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Ryan Noble,Sunderland,Forward,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Francis Coquelin,Arsenal,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Iain Turner,Everton,Goalkeeper,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,More
Giovanny Espinoza,Birmingham City,Defender,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,More
Ali Al Habsi,Bolton Wanderers,Goalkeeper,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,More
Shane Duffy,Everton,Defender,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,More
Michael Liddle,Sunderland,Defender,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,More
James Wallace,Everton,Midfielder,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,More
Amdy Faye,Stoke City,Midfielder,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,More
Danzelle St Louis-Hamilton,Stoke City,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Peter Gulacsi,Liverpool,Goalkeeper,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Jay Rodriguez,Burnley,Forward,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
