Players,Clubs,Position,Total,Goals,A,Yellow,Yellow - Red,Red,Start,Sub,CO,Off,Pen S,Pen SV,Pen M,Pen C,OG,More
Tadanari Lee,Southampton,Forward,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,More
Calum Chambers,Southampton,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Marcelo Trotta,Fulham,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Declan Rudd,Norwich City,Goalkeeper,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,More
Korey Smith,Norwich City,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Ben Amos,Manchester United,Goalkeeper,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,More
Jordan Laidler,Sunderland,Forward,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Jordan Mustoe,Wigan Athletic,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
James Vaughan,Norwich City,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Hogan Ephraim,Queens Park Rangers,Forward,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Andy Marshall,Aston Villa,Goalkeeper,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Graham Burke,Aston Villa,Forward,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Brynjar Gunnarsson,Reading,Midfielder,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Adnan Januzaj,Manchester United,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
George Moncur,West Ham United,Midfielder,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,More
Stefan Savic,Manchester City,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Max Ehmer,Queens Park Rangers,Midfielder,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,More
Jak Alnwick,Newcastle United,Goalkeeper,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,More
DJ Campbell,Queens Park Rangers,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Cameron Lancaster,Tottenham Hotspur,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
 Wellington Paulista,West Ham United,Forward,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Jamie Ness,Stoke City,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Samir Carruthers,Aston Villa,Midfielder,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,More
Scott Harrison,Sunderland,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Jazz Richards,Swansea City,Defender,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,More
Charles Banya,Fulham,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Sebastien Squillaci,Arsenal,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Neil Etheridge,Fulham,Goalkeeper,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,More
 Hilario,Chelsea,Goalkeeper,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Adil Nabi,West Bromwich Albion,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Ryan Tunnicliffe,Manchester United,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Scott Wootton,Manchester United,Defender,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,More
Costel Pantilimon,Manchester City,Goalkeeper,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,More
Liam Marrs,Sunderland,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Dong-Won Ji,Sunderland,Forward,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Johan Djourou,Arsenal,Defender,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,More
Mike Pollitt,Wigan Athletic,Goalkeeper,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,More
Keiren Westwood,Sunderland,Goalkeeper,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,More
Jack Robinson,Liverpool,Defender,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Csaba Somogyi,Fulham,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Leo Chambers,West Ham United,Defender,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Mehdi Abeid,Newcastle United,Midfielder,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Lloyd Jones,Liverpool,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Francisco Junior,Everton,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Ryan Watson,Wigan Athletic,Midfielder,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Ryan Fredericks,Tottenham Hotspur,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Andreas Christensen,Chelsea,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Yassine El Ghanassy,West Bromwich Albion,Midfielder,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,More
Lloyd Isgrove,Southampton,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Rafik Halliche,Fulham,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
David Ferguson,Sunderland,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Leroy Lita,Swansea City,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Tyias Browning,Everton,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Michael Essien,Chelsea,Midfielder,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Nicky Maynard,West Ham United,Forward,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Florent Cuvelier,Stoke City,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Thomas Sorensen,Stoke City,Goalkeeper,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,More
Daniel Redmond,Wigan Athletic,Midfielder,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Kemar Roofe,West Bromwich Albion,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Albert Crusat,Wigan Athletic,Midfielder,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,More
Cristian Ceballos,Tottenham Hotspur,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Sebastian Lletget,West Ham United,Midfielder,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,More
Roman Amalfitano,Newcastle United,Midfielder,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,More
John Stones,Everton,Defender,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
David Cornell,Swansea City,Goalkeeper,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,More
Mickael Tavares,Fulham,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Rory Donnelly,Swansea City,Forward,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Simon Church,Reading,Forward,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Matthias Fanimo,West Ham United,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Matthew Kennedy,Everton,Forward,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
George Evans,Manchester City,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Carlo Cudicini,Tottenham Hotspur,Goalkeeper,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Remie Streete,Newcastle United,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Jed Steer,Norwich City,Goalkeeper,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Donervon Daniels,West Bromwich Albion,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Luke Daniels,West Bromwich Albion,Goalkeeper,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,More
Peter Gulacsi,Liverpool,Goalkeeper,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,More
Simon Davies,Fulham,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Elliott Lee,West Ham United,Forward,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Stephen Dobbie,Swansea City,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Rony Lopes,Manchester City,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Jordan Obita,Reading,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Adam Morgan,Liverpool,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Curtis Good,Newcastle United,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Brian Murphy,Queens Park Rangers,Goalkeeper,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,More
Ryan Mason,Tottenham Hotspur,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Jacob Butterfield,Norwich City,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Mason Springthorpe,Everton,Goalkeeper,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Simon Lappin,Norwich City,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Daniel Seaborne,Southampton,Defender,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,More
Raphael Spiegel,West Ham United,Goalkeeper,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,More
Denis Suarez,Manchester City,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Vegard Forren,Southampton,Defender,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,More
Sam Johnstone,Manchester United,Goalkeeper,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
