Players,Clubs,Position,Total,Goals,A,Yellow,Yellow - Red,Red,Start,Sub,CO,Off,Pen S,Pen SV,Pen M,Pen C,OG,More
 Piscu,Wigan Athletic,Defender,1,0,0,0,0,0,1,5,0,1,0,0,0,0,0,More
Ruud Boffin,West Ham United,Goalkeeper,1,0,0,0,0,0,1,21,0,0,0,0,0,0,0,More
Jem Karacan,Reading,Midfielder,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,More
Noel Hunt,Reading,Forward,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,More
Paulo da Silva,Sunderland,Defender,1,0,0,1,0,0,1,20,0,0,0,0,0,0,0,More
Shane Long,Reading,Forward,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,More
Simon Church,Reading,Forward,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,More
Ryan Bertrand,Chelsea,Defender,1,0,1,0,0,0,0,3,1,0,0,0,0,0,0,More
Geoffrey Mujangi Bia,Wolverhampton Wanderers,Midfielder,1,0,1,0,0,0,0,5,1,0,0,0,0,0,0,More
Andreas Weimann,Aston Villa,Forward,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,More
Reece Wabara,Manchester City,Defender,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,More
Colin Doyle,Birmingham City,Goalkeeper,1,0,0,0,0,0,0,22,1,0,0,0,0,0,0,More
Mark Halstead,Blackpool,Goalkeeper,1,0,0,0,0,0,0,14,1,0,0,0,0,0,0,More
Nathan Eccleston,Liverpool,Forward,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,More
Chris Wood,West Bromwich Albion,Forward,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,More
Mike Pollitt,Wigan Athletic,Goalkeeper,1,0,0,0,0,0,0,21,1,0,0,0,0,0,0,More
Ryan McGivern,Manchester City,Defender,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,More
George Thorne,West Bromwich Albion,Midfielder,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,More
Daniel Pacheco,Liverpool,Forward,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,More
Dan Gosling,Newcastle United,Midfielder,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,More
Louis Laing,Sunderland,Defender,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,More
Kagisho Dikgacoi,Fulham,Midfielder,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,More
Ishmel Demontagnac,Blackpool,Midfielder,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,More
Andrew Keogh,Wolverhampton Wanderers,Forward,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,More
Alessandro Diamanti,West Ham United,Forward,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,More
James Vaughan,Everton,Forward,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,More
Sammy Ameobi,Newcastle United,Forward,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,More
Rafik Halliche,Fulham,Defender,1,0,0,0,0,0,0,11,1,0,0,0,0,0,0,More
Jose Baxter,Everton,Forward,1,0,0,0,0,0,0,15,1,0,0,0,0,0,0,More
Jason Lowe,Blackburn Rovers,Midfielder,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,More
Adam Forshaw,Everton,Midfielder,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,More
Jay Emmanuel-Thomas,Arsenal,Midfielder,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,More
Amine Linganzi,Blackburn Rovers,Defender,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,More
Abdul Razak,Manchester City,Midfielder,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,More
Michail Antonio,Reading,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Fredrik Stoor,Fulham,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Danny Hoesen,Fulham,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Ole Soderberg,Newcastle United,Goalkeeper,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,More
Jacob Mellis,Chelsea,Forward,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
David Elm,Fulham,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Jordan Mustoe,Wigan Athletic,Midfielder,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Shay Given,Manchester City,Goalkeeper,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,More
James Tavernier,Newcastle United,Defender,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,More
Stipe Pletikosa,Tottenham Hotspur,Goalkeeper,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,More
Jacopo Sala,Chelsea,Midfielder,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,More
Billy Knott,Sunderland,Midfielder,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,More
Stuart Taylor,Manchester City,Goalkeeper,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,More
Alan Judge,Blackburn Rovers,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
David Davis,Wolverhampton Wanderers,Midfielder,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,More
Jake Livermore,Tottenham Hotspur,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Michael Richardson,Newcastle United,Forward,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,More
Hal Robson-Kanu,Reading,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Chris Armstrong,Reading,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Shkodran Mustafi,Everton,Defender,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,More
Carlo Nash,Stoke City,Goalkeeper,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,More
Jason Scotland,Wigan Athletic,Forward,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Maik Taylor,Birmingham City,Goalkeeper,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,More
Haris Vuckic,Newcastle United,Forward,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Leigh Griffiths,Wolverhampton Wanderers,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Moustapha Salifou,Aston Villa,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Liam Noble,Sunderland,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Lee Nicholls,Wigan Athletic,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Brad Guzan,Aston Villa,Goalkeeper,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,More
Matt Doherty,Wolverhampton Wanderers,Defender,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,More
 Hilario,Chelsea,Goalkeeper,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Blair Adams,Sunderland,Defender,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,More
Enric Valles,Birmingham City,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Conor Henderson,Arsenal,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Oliver Gill,Manchester United,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Alex McCarthy,Reading,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Conor McAleny,Everton,Forward,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Akwasi Asante,Birmingham City,Forward,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Patrick van Aanholt,Chelsea,Defender,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,More
Chris Kettings,Blackpool,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Pascal Zuberbuhler,Fulham,Goalkeeper,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Ignasi Miquel,Arsenal,Defender,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Joshua King,Manchester United,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Trevor Carson,Sunderland,Goalkeeper,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,More
Shaun Cummings,Reading,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Tamas Kadar,Newcastle United,Defender,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,More
Diego Cavalieri,Liverpool,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Ben Alnwick,Tottenham Hotspur,Goalkeeper,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Frank Fielding,Blackburn Rovers,Goalkeeper,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Brad Jones,Liverpool,Goalkeeper,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,More
Ben Amos,Manchester United,Goalkeeper,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,More
Daniel de Ridder,Wigan Athletic,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Fabio Borini,Chelsea,Forward,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Ryan Donaldson,Newcastle United,Forward,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Shane Lowry,Aston Villa,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Ross Turnbull,Chelsea,Goalkeeper,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,More
James Shea,Arsenal,Goalkeeper,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Jake Larkins,West Ham United,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Nathan Rooney,Wolverhampton Wanderers,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Ross Barkley,Everton,Midfielder,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Danny Batth,Wolverhampton Wanderers,Defender,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Jay Tabb,Reading,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Shane Duffy,Everton,Defender,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,More
Sam Winnall,Wolverhampton Wanderers,Forward,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Jonathan Woodgate,Tottenham Hotspur,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
 Michel,Birmingham City,Midfielder,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,More
Corry Evans,Manchester United,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Mauro Formica,Blackburn Rovers,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Ethan Ebanks-Landell,Wolverhampton Wanderers,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Jordan Robinson,Wigan Athletic,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Alex Pearce,Reading,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Aaron Doran,Blackburn Rovers,Midfielder,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,More
Dylan Tombides,West Ham United,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Marek Stech,West Ham United,Goalkeeper,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,More
Andre Wisdom,Liverpool,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Isaiah Osbourne,Aston Villa,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Neil Etheridge,Fulham,Goalkeeper,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,More
John Bostock,Tottenham Hotspur,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Jan Mucha,Everton,Goalkeeper,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,More
Conor Coady,Liverpool,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
John Guidetti,Manchester City,Forward,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Rob Lainton,Bolton Wanderers,Goalkeeper,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Dean Kiely,West Bromwich Albion,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Adam Reed,Sunderland,Midfielder,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,More
Nathan Redmond,Birmingham City,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Kyle Naughton,Tottenham Hotspur,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Tom Soares,Stoke City,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Aristote Nsiala,Everton,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Andy Marshall,Aston Villa,Goalkeeper,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,More
Bongani Khumalo,Tottenham Hotspur,Defender,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Josh Vela,Bolton Wanderers,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Daniel Johnson,Aston Villa,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Martin Hansen,Liverpool,Goalkeeper,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Roman Golobart,Wigan Athletic,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Peter Gulacsi,Liverpool,Goalkeeper,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,More
Anders Lindegaard,Manchester United,Goalkeeper,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,More
