Players,Clubs,Position,Total,Goals,A,Yellow,Yellow - Red,Red,Start,Sub,CO,Off,Pen S,Pen SV,Pen M,Pen C,OG,More
Jonathan Walters,Stoke City,Forward,38,7,5,3,0,0,38,0,0,5,4,0,2,0,0,More
Stephen Ward,Wolverhampton Wanderers,Defender,38,3,0,2,0,0,38,0,0,0,0,0,0,0,0,More
Tim Howard,Everton,Goalkeeper,38,1,0,1,0,0,38,0,0,0,0,2,1,1,0,More
Brad Friedel,Tottenham Hotspur,Goalkeeper,38,0,0,0,0,0,38,0,0,0,0,0,0,1,0,More
Wojciech Szczesny,Arsenal,Goalkeeper,38,0,0,2,0,0,38,0,0,0,0,1,0,3,0,More
Ali Al Habsi,Wigan Athletic,Goalkeeper,38,0,0,1,0,0,38,0,0,0,0,4,0,4,0,More
Tim Krul,Newcastle United,Goalkeeper,38,0,0,4,0,0,38,0,0,0,0,2,0,7,0,More
Joe Hart,Manchester City,Goalkeeper,38,0,0,0,0,0,38,0,0,0,0,1,0,2,0,More
Brede Hangeland,Fulham,Defender,38,0,0,7,0,0,38,0,0,0,0,0,0,0,0,More
Robin van Persie,Arsenal,Forward,38,30,13,8,0,0,37,1,1,3,2,0,1,0,0,More
Maynor Figueroa,Wigan Athletic,Defender,38,0,0,6,0,0,37,1,1,2,0,0,0,0,0,More
Victor Moses,Wigan Athletic,Midfielder,38,6,3,4,0,0,36,2,2,6,0,0,0,0,0,More
Scott Sinclair,Swansea City,Forward,38,8,5,1,0,0,35,3,3,5,4,0,1,0,0,More
Clint Dempsey,Fulham,Forward,37,17,6,2,0,0,37,0,0,3,0,0,1,0,0,More
Nigel Reo-Coker,Bolton Wanderers,Midfielder,37,3,1,7,0,0,37,0,0,6,0,0,0,0,0,More
Jonas Gutierrez,Newcastle United,Midfielder,37,2,3,5,1,0,37,0,0,2,0,0,0,0,0,More
Kyle Walker,Tottenham Hotspur,Defender,37,2,1,4,0,0,37,1,0,3,0,0,0,0,0,More
Ashley Williams,Swansea City,Defender,37,1,0,6,0,0,37,0,0,0,0,0,0,0,0,More
Patrice Evra,Manchester United,Defender,37,0,3,6,0,0,37,0,0,3,0,0,0,0,0,More
Michel Vorm,Swansea City,Goalkeeper,37,0,0,2,0,0,37,0,0,0,0,2,0,1,0,More
John Ruddy,Norwich City,Goalkeeper,37,0,0,1,0,1,37,0,0,0,0,1,0,5,0,More
Ben Foster,West Bromwich Albion,Goalkeeper,37,0,0,0,0,0,37,0,0,0,0,2,0,7,0,More
Matt Jarvis,Wolverhampton Wanderers,Midfielder,37,8,5,0,0,0,31,6,6,9,0,0,0,0,0,More
Jordan Henderson,Liverpool,Midfielder,37,2,0,3,0,0,31,7,6,10,0,0,0,0,0,More
Gareth Bale,Tottenham Hotspur,Midfielder,36,9,12,3,0,0,36,0,0,1,0,0,0,0,0,More
Stephane Sessegnon,Sunderland,Midfielder,36,7,10,3,0,1,36,0,0,7,0,0,0,0,0,More
Luka Modric,Tottenham Hotspur,Midfielder,36,4,4,2,0,0,36,0,0,2,0,0,0,0,0,More
Gary Caldwell,Wigan Athletic,Defender,36,3,0,9,0,1,36,0,0,0,0,0,0,0,1,More
Ryan Shawcross,Stoke City,Defender,36,2,1,8,0,0,36,0,0,1,0,0,0,0,0,More
John Arne Riise,Fulham,Defender,36,0,4,2,0,0,35,1,1,2,0,0,0,0,0,More
Leon Britton,Swansea City,Midfielder,36,0,1,3,0,0,35,2,1,8,0,0,0,0,0,More
Neil Taylor,Swansea City,Defender,36,0,1,4,0,0,35,1,1,5,0,0,0,0,1,More
David Silva,Manchester City,Midfielder,36,6,17,0,0,0,33,4,3,18,0,0,0,0,0,More
Danny Murphy,Fulham,Midfielder,36,2,6,7,0,0,33,3,3,18,2,0,0,0,0,More
Moussa Dembele,Fulham,Forward,36,2,3,6,0,0,33,3,3,9,0,0,0,0,0,More
Danny Graham,Swansea City,Forward,36,12,3,0,0,0,32,4,4,12,1,0,0,0,1,More
Joe Allen,Swansea City,Midfielder,36,4,2,2,1,0,31,5,5,2,0,0,0,0,0,More
Stewart Downing,Liverpool,Midfielder,36,0,2,1,0,0,28,9,8,11,0,0,1,0,0,More
Grant Holt,Norwich City,Forward,36,15,2,6,1,0,24,13,12,9,2,0,0,0,0,More
Marc Wilson,Stoke City,Defender,35,0,1,8,0,0,35,1,0,5,0,0,0,0,0,More
Fabricio Coloccini,Newcastle United,Defender,35,0,0,2,0,0,35,0,0,2,0,0,0,0,0,More
Danny Simpson,Newcastle United,Defender,35,0,0,7,0,0,35,0,0,3,0,0,0,0,0,More
Stephen Warnock,Aston Villa,Defender,35,2,1,6,0,0,34,3,1,3,0,0,0,0,1,More
Youssuf Mulumbu,West Bromwich Albion,Midfielder,35,1,4,5,0,0,34,2,1,17,0,0,0,0,0,More
 Jose Enrique,Liverpool,Defender,35,0,2,2,0,0,33,3,2,1,0,0,0,0,0,More
Theo Walcott,Arsenal,Forward,35,8,9,1,0,0,32,3,3,19,0,0,0,0,0,More
Mark Davies,Bolton Wanderers,Midfielder,35,4,0,4,0,0,29,8,6,1,0,0,0,0,0,More
Jack Colback,Sunderland,Midfielder,35,1,1,3,0,0,29,7,6,5,0,0,0,0,0,More
Tim Cahill,Everton,Midfielder,35,2,3,5,0,0,27,9,8,15,0,0,0,0,0,More
Andy Carroll,Liverpool,Forward,35,4,3,5,0,0,21,16,14,4,0,0,0,0,0,More
Junior Hoilett,Blackburn Rovers,Forward,34,7,5,5,0,0,34,0,0,5,0,0,1,0,0,More
Yohan Cabaye,Newcastle United,Midfielder,34,4,8,6,0,0,34,0,0,13,0,0,0,0,0,More
Benoit Assou-Ekotto,Tottenham Hotspur,Defender,34,2,5,6,0,0,34,0,0,5,0,0,0,0,0,More
Alex Song,Arsenal,Midfielder,34,1,9,10,0,0,34,0,0,4,0,0,0,0,1,More
Anton Ferdinand,Queens Park Rangers,Defender,34,0,2,2,0,0,34,0,0,1,0,0,0,0,0,More
Pepe Reina,Liverpool,Goalkeeper,34,0,0,0,0,1,34,0,0,0,0,0,0,3,0,More
Wayne Hennessey,Wolverhampton Wanderers,Goalkeeper,34,0,0,1,0,0,34,0,0,1,0,2,0,5,0,More
Petr Cech,Chelsea,Goalkeeper,34,0,0,0,0,0,34,0,0,0,0,0,1,4,0,More
Paul Robinson,Blackburn Rovers,Goalkeeper,34,0,0,0,0,0,34,0,0,0,0,1,0,2,0,More
Martin Skrtel,Liverpool,Defender,34,2,1,3,1,0,33,3,1,1,0,0,0,0,1,More
Wayne Rooney,Manchester United,Forward,34,27,7,1,0,0,32,2,2,6,6,0,2,0,0,More
Demba Ba,Newcastle United,Forward,34,16,4,1,0,0,32,3,2,11,2,0,1,0,0,More
Angel Rangel,Swansea City,Defender,34,0,3,3,0,0,32,2,2,3,0,0,0,0,0,More
Sergio Aguero,Manchester City,Forward,34,23,10,2,0,0,31,4,3,20,3,0,0,0,0,More
Marouane Fellaini,Everton,Midfielder,34,3,5,6,0,0,31,3,3,2,0,0,0,0,0,More
Robert Huth,Stoke City,Defender,34,3,0,5,0,1,31,5,3,1,0,0,0,0,0,More
Gareth Barry,Manchester City,Midfielder,34,1,3,9,1,0,31,5,3,6,0,0,0,0,0,More
Juan Mata,Chelsea,Midfielder,34,6,13,2,0,0,29,6,5,14,0,0,0,0,0,More
Nathan Dyer,Swansea City,Midfielder,34,5,2,1,0,1,29,5,5,19,0,0,0,0,0,More
Aaron Ramsey,Arsenal,Midfielder,34,2,5,3,0,0,27,8,7,10,0,0,0,0,1,More
Chris Eagles,Bolton Wanderers,Midfielder,34,4,4,1,0,0,26,12,8,17,0,0,0,0,0,More
Mauro Formica,Blackburn Rovers,Midfielder,34,4,1,3,0,0,25,13,9,13,0,0,1,0,0,More
Steve Morison,Norwich City,Forward,34,9,4,1,0,0,22,15,12,9,0,0,0,0,0,More
Dirk Kuyt,Liverpool,Forward,34,2,3,3,0,0,22,16,12,12,0,0,2,0,0,More
Leighton Baines,Everton,Defender,33,4,2,7,0,0,33,0,0,0,3,0,0,0,0,More
Morten Gamst Pedersen,Blackburn Rovers,Midfielder,33,3,9,6,0,0,33,1,0,6,0,0,0,0,0,More
Joey Barton,Queens Park Rangers,Midfielder,33,3,2,10,0,2,33,1,0,1,0,0,0,0,0,More
Jonas Olsson,West Bromwich Albion,Defender,33,2,2,4,1,0,33,0,0,0,0,0,0,0,0,More
Laurent Koscielny,Arsenal,Defender,33,2,1,8,0,0,33,1,0,3,0,0,0,0,2,More
Younes Kaboul,Tottenham Hotspur,Defender,33,1,1,3,1,0,33,1,0,2,0,0,0,0,1,More
James McCarthy,Wigan Athletic,Midfielder,33,0,3,7,0,0,33,3,0,8,0,0,0,0,0,More
Paddy Kenny,Queens Park Rangers,Goalkeeper,33,0,1,0,0,0,33,1,0,0,0,0,0,3,0,More
Emmanuel Adebayor,Tottenham Hotspur,Forward,33,17,10,3,0,0,32,1,1,7,3,0,1,0,0,More
Peter Crouch,Stoke City,Forward,33,10,3,2,0,0,32,2,1,9,0,0,0,0,1,More
Gabriel Agbonlahor,Aston Villa,Forward,33,5,5,6,0,0,32,1,1,4,0,0,0,0,0,More
Russell Martin,Norwich City,Defender,33,2,2,1,0,0,30,7,3,0,0,0,0,0,0,More
Rafael van der Vaart,Tottenham Hotspur,Midfielder,33,11,7,3,0,0,28,5,5,20,1,0,0,0,0,More
Kevin Doyle,Wolverhampton Wanderers,Forward,33,4,7,4,0,0,26,11,7,6,0,0,1,0,1,More
Wes Hoolahan,Norwich City,Midfielder,33,4,6,5,0,0,25,13,8,13,0,0,0,0,0,More
David Ngog,Bolton Wanderers,Forward,33,3,5,2,0,0,24,11,9,20,0,0,0,0,0,More
Dean Whitehead,Stoke City,Midfielder,33,0,2,5,0,0,24,14,9,2,0,0,0,0,0,More
Elliott Bennett,Norwich City,Midfielder,33,1,5,5,0,0,22,16,11,9,0,0,0,0,0,More
Sebastian Larsson,Sunderland,Midfielder,32,7,3,7,0,0,32,0,0,10,0,0,1,0,0,More
Gareth McAuley,West Bromwich Albion,Defender,32,2,0,0,0,0,32,3,0,0,0,0,0,0,1,More
Shay Given,Aston Villa,Goalkeeper,32,0,0,1,0,0,32,0,0,1,0,0,1,4,0,More
Yaya Toure,Manchester City,Midfielder,32,6,7,8,0,0,31,1,1,7,0,0,0,0,0,More
Steven N'Zonzi,Blackburn Rovers,Midfielder,32,2,5,7,0,0,31,4,1,1,0,0,0,0,0,More
James Collins,Aston Villa,Defender,32,1,0,7,0,0,31,3,1,1,0,0,0,0,0,More
Ashley Cole,Chelsea,Defender,32,0,6,8,1,0,31,4,1,1,0,0,0,0,0,More
Tony Hibbert,Everton,Defender,32,0,3,1,0,0,31,5,1,4,0,0,0,0,1,More
Jason Lowe,Blackburn Rovers,Midfielder,32,0,2,10,0,0,30,4,2,2,0,0,0,0,0,More
Kyle Naughton,Norwich City,Defender,32,0,1,7,0,0,29,7,3,0,0,0,0,0,0,More
Christophe Berra,Wolverhampton Wanderers,Defender,32,0,0,5,0,0,29,9,3,1,0,0,0,0,0,More
Steven Fletcher,Wolverhampton Wanderers,Forward,32,12,3,2,0,0,26,7,6,10,0,0,0,0,0,More
Shane Long,West Bromwich Albion,Forward,32,8,1,2,0,0,24,9,8,5,1,0,0,0,0,More
Franco Di Santo,Wigan Athletic,Forward,32,7,1,4,0,0,24,12,8,17,0,0,0,0,0,More
Shaun Wright-Phillips,Queens Park Rangers,Midfielder,32,0,5,3,0,0,24,12,8,8,0,0,0,0,0,More
Fernando Torres,Chelsea,Forward,32,6,7,4,0,1,20,15,12,5,0,0,0,0,0,More
John Terry,Chelsea,Defender,31,6,1,8,0,0,31,0,0,0,0,0,0,0,0,More
Vincent Kompany,Manchester City,Defender,31,3,2,5,0,1,31,0,0,0,0,0,0,0,1,More
Mikel Arteta,Arsenal,Midfielder,31,7,3,5,0,0,30,1,1,4,1,0,0,0,0,More
Martin Petrov,Bolton Wanderers,Forward,31,4,7,1,0,0,30,7,1,7,4,0,0,0,0,More
Joleon Lescott,Manchester City,Defender,31,2,1,1,0,0,30,5,1,2,0,0,0,0,1,More
Karl Henry,Wolverhampton Wanderers,Midfielder,31,0,0,7,0,1,30,1,1,2,0,0,0,0,0,More
Luis Suarez,Liverpool,Forward,31,11,4,5,0,0,29,3,2,10,0,0,1,0,0,More
Philip Bardsley,Sunderland,Defender,31,1,0,4,1,0,29,2,2,7,0,0,0,0,0,More
Alan Hutton,Aston Villa,Defender,31,0,3,6,1,0,29,3,2,3,0,0,0,0,0,More
Samir Nasri,Manchester City,Midfielder,31,5,9,2,0,0,27,8,4,16,0,0,0,0,0,More
Jamie Mackie,Queens Park Rangers,Forward,31,7,3,2,0,0,24,8,7,6,0,0,0,0,0,More
Ryan Taylor,Newcastle United,Midfielder,31,2,3,5,0,0,23,10,8,6,0,0,0,0,0,More
Kevin Davies,Bolton Wanderers,Forward,31,6,2,3,0,0,21,15,10,12,0,0,1,0,0,More
James McArthur,Wigan Athletic,Midfielder,31,3,2,4,0,0,18,20,13,3,0,0,0,0,0,More
Graham Dorrans,West Bromwich Albion,Midfielder,31,3,2,4,0,0,16,20,15,13,0,0,0,0,0,More
Matthew Etherington,Stoke City,Midfielder,30,3,7,1,0,0,30,3,0,20,0,0,0,0,0,More
Mark Schwarzer,Fulham,Goalkeeper,30,0,0,1,0,0,30,0,0,0,0,0,0,3,0,More
Aiyegbeni Yakubu,Blackburn Rovers,Forward,30,17,2,1,0,1,29,3,1,10,4,0,1,0,0,More
Philip Jagielka,Everton,Defender,30,2,1,2,0,0,29,3,1,1,0,0,0,0,0,More
John Heitinga,Everton,Defender,30,1,0,4,0,0,29,7,1,4,0,0,0,0,1,More
Rio Ferdinand,Manchester United,Defender,30,0,0,4,0,0,29,3,1,4,0,0,0,0,0,More
Daniel Sturridge,Chelsea,Forward,30,11,3,3,0,0,28,5,2,15,0,0,0,0,0,More
 Ramires,Chelsea,Midfielder,30,5,1,4,0,0,28,2,2,8,0,0,0,0,0,More
Leon Osman,Everton,Midfielder,30,4,2,3,0,0,28,2,2,9,0,0,0,0,0,More
Richard Stearman,Wolverhampton Wanderers,Defender,30,0,0,7,0,0,28,9,2,4,0,0,0,0,0,More
Michael Carrick,Manchester United,Midfielder,30,2,3,4,0,0,27,7,3,1,0,0,0,0,0,More
Glenn Whelan,Stoke City,Midfielder,30,1,1,4,0,0,27,6,3,3,0,0,0,0,0,More
Frank Lampard,Chelsea,Midfielder,30,11,4,5,0,0,26,8,4,5,3,0,1,0,0,More
Peter Odemwingie,West Bromwich Albion,Forward,30,10,3,2,0,0,25,7,5,7,0,0,1,0,0,More
Charles N'Zogbia,Aston Villa,Midfielder,30,2,6,4,0,0,24,9,6,12,0,0,0,0,0,More
Danny Welbeck,Manchester United,Forward,30,9,4,3,0,0,23,9,7,12,0,0,0,0,0,More
Anthony Pilkington,Norwich City,Midfielder,30,8,1,1,0,0,23,10,7,15,0,0,0,0,0,More
James Morrison,West Bromwich Albion,Midfielder,30,5,5,1,0,0,23,7,7,5,0,0,0,0,0,More
 Raul Meireles,Chelsea,Midfielder,30,2,3,8,0,0,23,12,7,9,0,0,0,0,0,More
Craig Gardner,Sunderland,Midfielder,30,3,0,5,1,0,22,14,8,3,0,0,0,0,0,More
Edin Dzeko,Manchester City,Forward,30,14,4,1,0,0,16,21,14,6,0,0,0,0,0,More
John O'Shea,Sunderland,Defender,29,0,0,5,0,0,29,0,0,4,0,0,0,0,0,More
Simon Mignolet,Sunderland,Goalkeeper,29,0,0,0,0,0,29,0,0,1,0,1,1,1,0,More
David De Gea,Manchester United,Goalkeeper,29,0,0,0,0,0,29,8,0,0,0,1,0,2,0,More
Bobby Zamora,Fulham,Forward,29,7,6,4,0,0,28,2,1,12,1,0,0,0,0,More
Thomas Vermaelen,Arsenal,Defender,29,6,1,8,0,0,28,1,1,2,0,0,0,0,1,More
Gary Cahill,Bolton Wanderers,Defender,29,3,0,4,0,1,28,3,1,0,0,0,0,0,0,More
Shaun Derry,Queens Park Rangers,Midfielder,29,1,0,4,0,1,28,9,1,10,0,0,0,0,0,More
Scott Parker,Tottenham Hotspur,Midfielder,29,0,2,8,1,0,28,1,1,8,0,0,0,0,0,More
Branislav Ivanovic,Chelsea,Defender,29,3,1,6,0,0,26,5,3,5,0,0,0,0,0,More
Kieran Richardson,Sunderland,Midfielder,29,2,3,5,0,0,26,4,3,6,0,0,0,0,0,More
Jerome Thomas,West Bromwich Albion,Midfielder,29,1,1,4,0,0,26,3,3,19,0,0,0,0,0,More
Nicklas Bendtner,Sunderland,Forward,29,8,5,2,0,0,25,4,4,7,1,0,0,0,0,More
Chris Brunt,West Bromwich Albion,Midfielder,29,2,9,5,0,0,25,4,4,5,0,0,1,0,0,More
Phil Jones,Manchester United,Defender,29,1,3,6,0,0,25,6,4,4,0,0,0,0,1,More
 Nani,Manchester United,Midfielder,29,8,11,2,0,0,24,6,5,10,0,0,0,0,0,More
Micah Richards,Manchester City,Defender,29,1,5,2,0,0,23,9,6,3,0,0,0,0,0,More
Paul Scharner,West Bromwich Albion,Midfielder,29,3,1,6,0,0,18,14,11,6,0,0,0,0,0,More
Ivan Klasnic,Bolton Wanderers,Forward,29,8,4,3,0,1,16,19,13,10,1,0,0,0,0,More
Richard Dunne,Aston Villa,Defender,28,1,0,7,0,0,28,0,0,1,0,0,0,0,1,More
Gael Clichy,Manchester City,Defender,28,0,4,2,1,0,28,8,0,0,0,0,0,0,0,More
Charlie Adam,Liverpool,Midfielder,28,2,7,5,1,0,27,2,1,8,1,0,1,0,1,More
Jonny Evans,Manchester United,Defender,28,1,3,6,0,1,27,5,1,4,0,0,0,0,1,More
Bradley Johnson,Norwich City,Midfielder,28,2,5,2,0,0,25,13,3,7,0,0,0,0,0,More
Jordi Gomez,Wigan Athletic,Midfielder,28,5,1,4,0,0,24,13,4,18,2,0,0,0,0,More
Damien Duff,Fulham,Midfielder,28,2,3,2,0,0,23,10,5,5,0,0,0,0,0,More
David Fox,Norwich City,Midfielder,28,0,2,3,0,0,23,14,5,9,0,0,0,0,0,More
Louis Saha,Tottenham Hotspur,Forward,28,4,1,0,0,0,20,12,8,16,0,0,0,0,0,More
 Gervinho,Arsenal,Forward,28,4,5,0,0,1,19,9,9,14,0,0,0,0,0,More
Tomas Rosicky,Arsenal,Midfielder,28,1,4,4,0,0,19,13,9,6,0,0,0,0,0,More
Javier Hernandez,Manchester United,Forward,28,10,2,0,0,0,18,18,10,11,1,0,0,0,0,More
Emile Heskey,Aston Villa,Forward,28,1,0,3,0,0,18,14,10,12,0,0,0,0,0,More
Wayne Routledge,Swansea City,Midfielder,28,1,4,2,0,0,17,20,11,12,0,0,0,0,0,More
Barry Bannan,Aston Villa,Midfielder,28,1,4,2,0,0,10,26,18,5,1,0,0,0,0,More
Scott Dann,Blackburn Rovers,Defender,27,1,1,2,0,0,27,0,0,1,0,0,0,0,3,More
Stilian Petrov,Aston Villa,Midfielder,27,4,3,7,0,0,26,1,1,5,0,0,0,0,0,More
Roger Johnson,Wolverhampton Wanderers,Defender,27,0,2,6,0,0,26,12,1,0,0,0,0,0,1,More
Adel Taarabt,Queens Park Rangers,Midfielder,27,2,4,3,1,0,24,5,3,11,0,0,0,0,0,More
Jose Bosingwa,Chelsea,Defender,27,1,2,5,0,1,24,9,3,4,0,0,0,0,0,More
Daniel Agger,Liverpool,Defender,27,1,1,6,0,0,24,4,3,2,0,0,0,0,1,More
Sylvain Distin,Everton,Defender,27,0,0,4,0,0,24,8,3,2,0,0,0,0,0,More
Phil Neville,Everton,Midfielder,27,0,0,3,0,0,24,9,3,8,0,0,0,0,1,More
Martin Olsson,Blackburn Rovers,Defender,27,0,2,3,1,0,23,6,4,1,0,0,0,0,1,More
Luis Antonio Valencia,Manchester United,Defender,27,4,12,3,0,0,22,9,5,1,0,0,0,0,0,More
Jermaine Pennant,Stoke City,Midfielder,27,0,6,2,0,0,18,14,9,12,0,0,0,0,0,More
Bryan Ruiz,Fulham,Forward,27,2,4,0,0,0,17,10,10,8,0,0,0,0,0,More
Craig Bellamy,Liverpool,Forward,27,6,3,6,0,0,12,18,15,8,0,0,0,0,0,More
Shola Ameobi,Newcastle United,Forward,27,2,5,3,0,0,8,25,19,4,0,0,0,0,0,More
Emmerson Boyce,Wigan Athletic,Defender,26,3,2,3,0,0,26,2,0,3,0,0,0,0,0,More
Steven Caulker,Swansea City,Defender,26,0,1,2,0,0,26,0,0,1,0,0,0,0,0,More
David Edwards,Wolverhampton Wanderers,Midfielder,26,3,1,2,0,0,24,3,2,12,0,0,0,0,0,More
David Dunn,Blackburn Rovers,Midfielder,26,2,0,4,1,0,21,7,5,14,0,0,1,0,0,More
Mohamed Diame,Wigan Athletic,Midfielder,26,3,0,4,0,0,18,14,8,4,0,0,0,0,0,More
Rory Delap,Stoke City,Midfielder,26,2,0,4,0,0,18,12,8,9,0,0,0,0,0,More
James Milner,Manchester City,Midfielder,26,3,5,3,0,0,17,20,9,4,1,0,0,0,0,More
Hatem Ben Arfa,Newcastle United,Midfielder,26,5,6,2,0,0,16,17,10,11,0,0,0,0,0,More
Marc Albrighton,Aston Villa,Midfielder,26,2,1,3,0,0,15,14,11,6,0,0,0,0,0,More
Florent Malouda,Chelsea,Midfielder,26,2,3,3,0,0,11,25,15,7,0,0,0,0,0,More
Adam Johnson,Manchester City,Midfielder,26,6,4,1,0,0,10,22,16,6,0,0,0,0,0,More
Luke Young,Queens Park Rangers,Defender,25,2,1,5,0,0,25,7,0,3,0,0,0,0,0,More
Antolin Alcaraz,Wigan Athletic,Defender,25,2,0,5,0,0,25,1,0,2,0,0,0,0,0,More
Nicky Shorey,West Bromwich Albion,Defender,25,0,2,1,0,0,22,15,3,0,0,0,0,0,0,More
Andrew Surman,Norwich City,Midfielder,25,4,2,1,0,0,21,16,4,5,0,0,0,0,0,More
Zatyiah Knight,Bolton Wanderers,Defender,25,0,1,1,0,0,21,17,4,0,0,0,0,0,0,More
Andy Wilkinson,Stoke City,Defender,25,0,0,5,0,0,20,9,5,7,0,0,0,0,0,More
Ashley Young,Manchester United,Midfielder,25,6,7,3,0,0,19,9,6,11,0,0,0,0,0,More
Ryan Giggs,Manchester United,Midfielder,25,2,8,3,0,0,14,20,11,3,0,0,0,0,0,More
Darren Pratley,Bolton Wanderers,Midfielder,25,1,0,4,0,0,14,16,11,7,0,0,0,0,0,More
James Perch,Newcastle United,Defender,25,0,0,3,0,0,13,19,12,3,0,0,0,0,0,More
Jermain Defoe,Tottenham Hotspur,Forward,25,11,2,2,0,0,11,21,14,2,0,0,0,0,0,More
Conor Sammon,Wigan Athletic,Forward,25,0,1,1,0,1,8,25,17,7,0,0,0,0,0,More
David Wheater,Bolton Wanderers,Defender,24,2,2,1,0,2,24,8,0,1,0,0,0,0,0,More
Cheick Tiote,Newcastle United,Midfielder,24,0,3,11,0,0,24,0,0,7,0,0,0,0,0,More
Michael Turner,Sunderland,Defender,24,0,0,3,0,0,23,5,1,0,0,0,0,0,0,More
Stephen Kelly,Fulham,Defender,24,0,1,0,0,0,21,12,3,0,0,0,0,0,0,More
Stephen Ireland,Aston Villa,Midfielder,24,1,3,2,0,0,19,15,5,6,0,0,0,0,0,More
Armand Traore,Arsenal,Defender,24,0,2,2,1,0,19,7,5,6,0,0,0,0,0,More
Davide Santon,Newcastle United,Defender,24,0,1,1,0,0,19,13,5,5,0,0,0,0,0,More
Didier Drogba,Chelsea,Forward,24,5,1,1,0,1,16,9,8,6,1,0,0,0,0,More
Stephen Hunt,Wolverhampton Wanderers,Midfielder,24,3,3,5,0,0,16,15,8,13,3,0,0,0,0,More
Andrew Crofts,Norwich City,Midfielder,24,0,2,3,0,0,13,19,11,2,0,0,0,0,0,More
Jake Livermore,Tottenham Hotspur,Midfielder,24,0,1,1,0,0,7,28,17,3,0,0,0,0,0,More
Lee Cattermole,Sunderland,Midfielder,23,0,0,10,0,1,23,5,0,8,0,0,0,0,0,More
Glen Johnson,Liverpool,Defender,23,1,0,2,0,0,22,1,1,1,0,0,0,0,0,More
Asmir Begovic,Stoke City,Goalkeeper,23,0,0,0,0,0,22,16,1,0,0,0,0,2,0,More
James McClean,Sunderland,Midfielder,23,5,3,2,0,0,20,12,3,2,0,0,0,0,0,More
Gretar Steinsson,Bolton Wanderers,Defender,23,1,0,6,0,0,20,5,3,1,0,0,0,0,1,More
Aaron Lennon,Tottenham Hotspur,Midfielder,23,3,6,1,0,0,19,5,4,12,0,0,0,0,0,More
Grant Hanley,Blackburn Rovers,Defender,23,1,0,6,0,0,19,14,4,1,0,0,0,0,0,More
Gabriel Obertan,Newcastle United,Forward,23,1,3,0,0,0,18,11,5,12,0,0,0,0,0,More
 Sandro,Tottenham Hotspur,Midfielder,23,0,0,6,0,0,17,10,6,11,0,0,0,0,0,More
Mario Balotelli,Manchester City,Forward,23,13,1,6,2,0,14,13,9,6,3,0,0,0,0,More
Ryan Shotton,Stoke City,Defender,23,1,1,2,0,0,14,18,9,3,0,0,0,0,0,More
Hugo Rodallega,Wigan Athletic,Forward,23,2,5,1,0,0,11,18,12,2,0,0,0,0,0,More
Sylvan Ebanks-Blake,Wolverhampton Wanderers,Forward,23,1,3,1,0,0,8,24,15,5,0,0,0,0,0,More
Cameron Jerome,Stoke City,Forward,23,4,1,0,0,0,7,27,16,6,0,0,0,0,0,More
Darren Bent,Aston Villa,Forward,22,9,1,1,0,0,21,1,1,4,2,0,0,0,0,More
Steven Reid,West Bromwich Albion,Midfielder,22,1,2,3,0,0,21,1,1,3,0,0,0,0,1,More
Mike Williamson,Newcastle United,Defender,22,0,1,4,0,0,21,4,1,0,0,0,0,0,0,More
Gael Givet,Blackburn Rovers,Defender,22,0,1,2,0,1,21,5,1,3,0,0,0,0,0,More
Clinton Hill,Queens Park Rangers,Defender,22,0,2,4,0,1,19,11,3,1,0,0,0,0,0,More
David Vaughan,Sunderland,Midfielder,22,2,2,3,0,0,17,14,5,8,0,0,0,0,0,More
John Mikel Obi,Chelsea,Midfielder,22,0,0,4,0,0,15,11,7,5,0,0,0,0,0,More
Simeon Jackson,Norwich City,Forward,22,3,3,1,0,0,10,24,12,8,0,0,0,0,0,More
Dickson Etuhu,Fulham,Midfielder,22,0,0,4,0,0,9,21,13,2,0,0,0,0,0,More
Philippe Senderos,Fulham,Defender,21,1,1,5,0,0,21,11,0,2,0,0,0,0,0,More
Ledley King,Tottenham Hotspur,Defender,21,0,1,0,0,0,21,2,0,5,0,0,0,0,0,More
Per Mertesacker,Arsenal,Defender,21,0,0,2,0,0,21,1,0,4,0,0,0,0,0,More
Bacary Sagna,Arsenal,Defender,21,1,3,2,0,0,20,1,1,4,0,0,0,0,0,More
Jamie Carragher,Liverpool,Defender,21,0,0,1,0,0,19,17,2,0,0,0,0,0,0,More
Pablo Zabaleta,Manchester City,Defender,21,1,0,5,0,0,18,16,3,3,0,0,0,0,0,More
Ben Watson,Wigan Athletic,Midfielder,21,3,2,1,0,0,14,23,7,7,2,0,2,0,0,More
Jay Bothroyd,Queens Park Rangers,Forward,21,2,1,3,0,0,12,19,9,9,0,0,0,0,0,More
Nigel De Jong,Manchester City,Midfielder,21,0,0,5,0,0,11,20,10,4,0,0,0,0,0,More
Roysten Drenthe,Everton,Midfielder,21,3,6,5,0,0,10,12,11,8,0,0,0,0,0,More
Kenwyne Jones,Stoke City,Forward,21,1,0,0,0,0,10,26,11,5,0,0,0,0,0,More
Denis Stracqualursi,Everton,Forward,21,1,1,1,0,0,7,29,14,5,0,0,0,0,0,More
Alejandro Faurlin,Queens Park Rangers,Midfielder,20,1,3,3,0,0,20,0,0,0,0,0,0,0,0,More
